,label,text
803,1,thank you for calling me genius....nnahi samjhege hai wo hame...nto kya jaata hai???nab tu chutiya hainniche khadexexxa 
805,1, main kisi ka member nhi...nnsab parties chutiya hai...main sirf amit shah ka fan hu...
807,0, not an indian seaplane and certainly not a gujrati pilot. now i understand that gujratmodel is electioxexxa 
811,1, abe chutiya tum ko kya dikkat hai
813,1,ye dekho chutiya 
815,1,agar aap chutiya public dekhna chahte hai nto aaiye aaiye dekhiye sab vikassachdeva k suppomai hai woh sab k sab bhadhuwe hai.
819,1, imagine virushka just be like chutiya banayaaaa
821,1,yeh kaunsa chutiya hain 
823,1, modi madarchod hai na maa ko khara kar diya note ki line yr old maa. modi is harami chutiya pm
825,1, one pappu talks of aloo the other of mushrooms ..chutiya banana inse sekha
827,1, the most worst thing in my life isnfacebook memoriesnnwhenever i use to login..nfb memories be likennye dekh chutiya tha tu xfxfxxa
829,1,chutiya hogai hy
831,1,chutiya nnmaha hutiya nnvarun fans nnalpesh thakor 
833,1, gujraat wale teri tarah chutiya nhi .n...nation first....fuck all muslims
835,1,virushkakishadinnye log ke photos to ese post kar rahe he log jese personally attend karke khud photos click kiye he..nbc chutiya public..
837,1,mann to ho raha hai wo mushroom wale ko bolu....abe chutiya hai kya....kya kuch bhi bol raha haixfxfxxxfxfxxxfxfxxxfxfxxxfxfxx
839,1,me to my friendn mosam acha ho ya bura tu chutiya hi rahega xfxfxx
841,1, ak to chutiya h
843,1, yeh toh vaakai mein aaptard nikla matlab chutiya
845,1, uffff waaaah chutiya admi kya baat ki hai wow meii tou fan hogya hun messi ka abbb ufff kya khelta haxexxa 
847,1, what a chutiya this alpeshthakore is? kahan se laye is namune bc ko?
849,1, ye chutiya abhi jinda hai mujhe to lag raha tha sharm se chullu bhar pani me mar chuka hoga. leave the pxexxa 
851,1, there are three types of chutiya peoplenn chutiyen maha chutiyen apni selfie pe its me caption dalne wale ghanghor chuxexxa
855,1, chutiya ye bjp vale siyasi fayde ke liye jab ram mandir par congress ki ray mangte hai tab kxexxa 
857,1, chutiya ho kya bc tum kbhi ek baat par tik nhi sakte baad mai bol dena mai shi nikla ...mai predicxexxa 
859,1, i refrain from using word like chutiya but you deserve it. only because of this chutiyapah people hate aap.
861,1,chutiya alert...i repeat chutiya ale
863,1, show me a bigger chutiya than ngujarat ye dekh 
865,1, one word for this guy chutiya.
867,1,stop stalking me chutiya n
869,1, chutiya ho ka bey? have some brains.
873,0, last year they were like spyder gonna release so wished .. now dont say he wished forxexxa
877,1, chutiya saala.
879,1, chutiya hai bjp mcd. bhagti hai choro ki tarah apni jimmedari se
883,1, chutiya insan xaala xfxfxxxfxfxxxfxfxxxfxfxx
885,0, last year they were like spyder gonna release so wished .. now dont say he wishxexxa 
887,1, three chutiya...
889,1, bhai chutiya hai isko dhyan n do
891,1, after explosion chutiya thats how.
893,1, i love dhoni but some dhoni fans are chutiyaxfxfxx
895,0,friend aj se kisy k bary mein ghalat nahi boleingy.nnme han yarnnsee a boy with sunglasses in mall nnboth woxexxa 
897,1, lol barely stopped laughing... no wonder rahul found his soul mate in this super chutiya...aples thakor
899,1, example of certified qualified chutiya be like xfxfxxxfxfxfxbexfxfxxxfxfxfxbexfxfxxxfxfxfxbe 
901,1,aaptard = chutiya ^ chutiya mushroom 
905,1,show me a bigger chutiya than ngujarat ye dekh 
907,1, goyel ji aap chutiya ho deshbhakt nhi........
911,1, messi was in his peak when he missed the penalty against chutiya apne club ka kuch nhi pta tjhe
913,1, when a shayar finds true love finallynntumko dekha toh ye khayaal aayannfizul mein hi yaha waha humne apna chutiya katwaxexxa
915,1, aur ye log bolte hai vikas ho rha hai....bc india ke culture ki maa bhen ek kr di hai.nnamo namo namo ane chutiya bano xfxfxxxfxfxxxfxfxxfxfxfxxfxfxfxxf
917,1, are bhai hum marathi hai hame chutiya me mat nikal ki usaki ma kya bolixfxfxxaxfxfxxaxfxfxxa
919,1, teri maa ki bo... jaban sambal ke bat kar chutiya ye meri hi id h or wo rprajput meri id nahi h bhosdike
921,1, chutiya gaye hain saare ye shilpa ke peeche kuch bhi bol rhe hain. inke liye baxexxa
923,1,bastard comparing aghori sadhus with isis.nnchutiya spotted xfxfxxxfxfxxxfxfxx 
925,1, sir ap akhand chutiya ho
927,0, most chutiya fans of msdn n n nnxfxfxxxfxfxxxfxfxxxfxfxx 
929,0, lol when u pidi cant defeat me by words logic despite continuously abusingxexxa 
931,1, natakani hai bro... chutiya log
933,1, example of certified qualified chutiya be like xfxfxxxfxfxfxbexfxfxxxfxfxfxbexfxfxxxfxfxfxbe 
935,1,rajneeti me aate hi chutiya suru ....kuch bhi bol do ...abhi se hi xexaxbxexaxxexaxdxexaxbxexaxa dikh rha hai kya kroge aage gujrat me 
937,1, bosdk tu jo shikhar dhawan ka lekar baitha hai itne salo se gawar chutiya insan aagaya mention me apni marvane tu bklxfxfxx htxexxa
939,1,chutiya kahi ka........ xfxfxxxfxfxx 
941,1, anushka beta a for?nkid averagenna b for?nk bhenchodnna c for?nk chutiyanna d for?nk dallennkohli great son..nnvirxexxa
943,1, kejriwal chutiya banayenge 
945,1,chutiyannmaha chutiyannroadies/splitsvilla/bigg boss ke participants
947,1,tm ko dhka to ek khayal ayaxfxfxxdntere jesa chutiya meriii life mee kesy aayaaxfxfxxa
949,1, mamevery one knows u r pro pak pro isis..u share islamic twitter page...u always stood for anti natixexxa 
951,1, i refrain from using word like chutiya but you deserve it. only because of this chutiyapah people hatexexxa
953,1, lol barely stopped laughing... no wonder rahul found his soul mate in this super chutiya...aples thakor
955,1,zara batao kis mushroom se twacha gori hoti hai? chutiya banane ka dhanda hai bc battleforgujarat
959,1, sale chadarmod ghodefakeer insan tu chutiya bhopadike xfxfxxf 
961,1, chutiya gaye hain saare ye shilpa ke peeche kuch bhi bol rhe hain. inkxexxa 
963,1, tu waha kya kar raha ha madarchod. bahan k lode kaha comarision kar raha ha . tu kaha no ka madarchodxexxa 
965,1, is he born chutiya or pappu ka aashirwaad made him so
967,1, both husband n wife are chutiya
969,0, hot guy ignoring me aisa bh kya bada aya i m smaenough .. ek date to banti h iske sath .. nhot guy proposed me hehe kxexxa
971,1, and you are a chutiya trying to be funnyxfxfxxf
973,1, saale nmard kutta haraami dougla
977,1, dlt kar k quote kar beghairat wahan jawab deta hun larki tag hai saath behuda haraamixfxfxxxfxfxx
979,1, dont ki english kamzoor thi to english movies dakhne ko kaha.nharaami n pata nhi konsi movies dakh li ab woh khud kamzoor hxexxa
981,1, saaley haraami sarkaari karamchari log kaam material sab a chahiye phir ghoos chahiye bill jaldixexxa 
983,1,charan aiyer sibal orpure k madarjaat haraami kutte le dubbe ko xexxa 
985,1, bhaiya kitne dekhen pat tere jaisa haraami nahi dekha ...
987,0, kajol x rekha xfxfxxaexfxfxxb 
989,1,punnesh saala bahut haraami hainkya waahiyaad aadmi hai arshi aur akash ke saamne bolta hai ki haan shilpa to safexexxa 
991,1,shakal masoom or dimagh haraami ye naimat bhe ksi ksi naseeb hti ha.
993,1, nhazrat iss haraami ka b elaaj kren
995,1, haraami suna hai uska kuch nai pataxfxfxx
997,1, shut upppp haraami
999,0, sirnabsolutely correctnsultan is a dumbo knit wittednfor him this phrase us thxexxa 
1001,1, such a haraami team i have
1003,1, wow mubarak ho shrikant sharma kyuki haraami dougla ho
1005,1, kisase namak haraami aur kisskase namak halali. jiss thaali mein khana usixexxa 
1007,1, abhi ro k inko news me aana h..us chutiye ko koot kr ya kootwa kr news me aati na ladki..bs tesuye bahanaxexxa 
1009,0, if anyones giving me evil eye pls stop because i assure you my life is a mess and i do not need ur help making it worse ixexxa
1011,0,aise kon troll karta hai pappupidixfxfxxko xexxa 
1013,1, haraami apni aoukat pe aagayaa badmash
1015,1, iss haraami ki age bhi dekh lo kutto. nye kya hai. ...???????
1017,1, ujlay kapry achy khanynmehngy jotay oonchy gharnkaaly dil mailay mannsastay shoq haraami log.
1019,1, tu hai kaun be bhke...nteri aukaat kya hai be...saale mtv ke chuziye...nmalishka txexxa 
1021,0, mere bhaiyo mein amu mein rights ke doran roz padha. mere guru bhi muslim rahe aur unaki taalim ka meinxexxa 
1023,0,i want a snow day with hot chocolate ft. the loml
1025,1,aaj kal jo jitna zyada namak khata hai utni hi zyada namak haraami karta haingujaratelection gujaratelection 
1027,1, ko bhi suspend karo. xexxcneechxexxd aadmi ki degree farzi hai. haraami ki aulaad ko phansi do 
1029,1,nimran bhai repokaro tootaram ke tweets ko... block hojaayega haraami... bahut si tweets haen uskxexxa 
1031,1,worlds biggest haraami muslims are in hydrabad who sell their young virgin girls to arabs to get rich. that owaisi idiot cant see this?
1033,1, haraami tere par suit karta hai....
1035,1, mobikwik haraami has stopped taking supercash for recharges ullu ke pathhe
1037,1,haraami nnbare haraaminnapne dosto ke pas beth ke janu ko call karne wale.
1039,1, i would like to say yahan kya apni mc aaya tha haraami
1041,1, kitne haraami hai hum xfxfxxxfxfxxxfxfxxnkya pele ho bb
1043,1, haraami betaa muhh zoor hote hai ye essne sabit kr diya..... 
1045,1, is haraami ki icha rahul ka jija banne ki hai bana do ise
1047,1, haan ab toh udke dumchale modi ko sabka baap batate hain. salxexxa 
1049,1,anta hareem wa haraami saudimovietitles
1051,1, very well said sabir sir lekin ye nooni haraami ko samaj nahi aye ga haraam ko khaxexxa 
1053,1, dost ki english kamzoor thi to english movies dekhne ko kaha.nnharaami na pata nahi konsi movies dekh li ab wo khud kamzoorxexxa
1055,1, this is the same haraami media that asked if shivajis statue was important and look at their bastardly priorities.
1057,1,sorry mani shankar aiyer.. you were very wrong boss. aise pm ko neech kisam ka.. nahi ekdum haraami kisam ka..xexxa 
1059,1, no wonder you are behaving like a moron. your vote bank is stuck in th century arabia with barbaricxexxa 
1061,1, dekh swara tumhara ex hoga yeh...haraami..
1063,1,yeh fekunkuttankameenanmakkaarnharaamkhoornnikammanjahilngawaarnyeh sab me nahi kehtanwarna kuch haraami mujhe galixexxa 
1065,1, what kind of gira hua haraami he is
1067,1, han.. yeh haraami hai ek number ka.. koi badi baat nahi yeh he intention ho iska
1069,0, i had my nikkah in front of the kaabah and did umrah with my husband straight after and he still turned out to be a piece of sxexxa
1071,1, aaj kal jo jitna zyada namak khata hai utni hi zyada namak haraami karta haingujaratelection gujaratelection 
1073,0, mere bhaiyo mein amu mein rights ke doran roz padha. mere guru bhi muslim rahe aur unaki taalim ka mein examplexexxa
1075,0,all i want for xmas is medium phat tiddies
1077,1, to gandu jab ec ne bulaya tha to gaya kyon nahi. apne haraami baap ki chaat raha tha
1079,0, sza and dvsn chill weather
1081,1, desh ke hai bure haalatnharaami bjp ko laatnn..kitne big evm hacks karle...tumhe raasta cxexxa 
1083,1, ap kanjar haraami ki beti hain???
1085,1, but saamne haraami friend khada ho to muh ko hi act karna padta hai... woh bhi gaali se xfxfxxxfxfxx
1087,0, women are too precious for this world
1089,0, the year is . you sit on the couch with your spouse. your children play a classic oldies music playlist. fergiliciousxexxa
1091,1,tomorrow he will be s jaunu shari hindu.. lol. haraami hai saalei 
1093,0, best is witnessing current generation lahoriye kids having a go at urdu in deliriously punjabi accentxexxa 
1095,1, ause haraami log bhi hain ???
1097,1,i want to send this to every haraami it type/ posh type/ butterwontmeltinmymouthtype who tried to argue withxexxa 
1099,1, i want to send this to every haraami it type/ posh type/ butterwontmeltinmymouthtype who tried to argue with me abouxexxa
1103,1, is baasu ki ma ka bhosda saala madharchod hai kis jagah ka ye bahanxexxa 
1105,1,haraami hai saala.. essa toto bandh hogaya.. paof sold media 
1107,1,pehle main boht seedha saadha tha phr ak din meri life main ak haraami ki entry hoe aur sab badal gaya
1109,0, it doesnxexxt matter what else he does right.. if a man does not offer emotional support he is useless. read that twice.
1111,0,fekunneechnkuttankameenannikammanharaamkhoornharaamingadhannapunsaknyeh sab modi ji ke liye nahi bolna chahye q ke wo pm hainab jaisa bhi h
1113,0,inka khaandaan hi aisa he sir xfxfxxaxfxfxxaxfxfxxannharaami 
1115,1, ixexxm a haraami
1117,1,bhai jiyo. gazab haraami piece h bhai tuxfxfxxxfxfxxxfxfxxxfxfxxxfxfxx 
1119,1,im going to neck that taehyung anti spreading that false shit saali kamini kahiki bhenchod kutti chutiya haraami sab kiuch hai woh
1121,1,kabhi ipl meh bhi aisa kheleta eoin morgan haraami.... 
1123,1,you know your bff is haraami when his am chats includes reminder of the girl who loved you 
1125,1, xfxfxaxaxfxfxaxaxfxfxaxa abey haraami
1127,1,ab haraami ho gaye hain 
1129,1, didi yeh bollywood wale bade haraami hote hain.nlekin inme inka dosh nahi hai.nwe should stop making stupid people famous.
1131,1, haraami hai ye kameena
1133,0, best is witnessing current generation lahoriye kids having a go at urdu in deliriously punjabi accent. aik teexexxa
1135,1, maarooo saaale ko haraami ko mil jaaye salaa abxexxa 
1137,1, bjp ki nasl hi haraami hai
1139,1, when i tell you a private life is a happy life ixexxm not lying people not knowing anything about me or my life is a fucking conxexxa
1141,1, zaani sharaabi haraami
1143,1, but ur not a haraami init xfxfxxf
1145,0,masha allah as usual this is a music free dance free nonmahram free and haraam free islamic pre school programme.
1149,1,making images is dangerous and haraam but the cunt himself is dancing in front of a camera. 
1151,1, ixexxm jokinxexx dat shit haraam
1153,1,number auron k atay hain jeeena hamara haraam hota.
1155,1, lol when you wear a hijab ppl assume you either shout how dating is haraam or that you want a really religious guy. errrr xfxfxxac
1157,1, demonstrations are an innovation in the religion and they are haraamnnsource 
1159,1, if a guy tells you that he loves you ask him to make it halaal instead of going into haraam relationship. phir dekhna kese bhaxexxa
1161,1,how do i tell a mother who supports her daughters haram relationship partially due to fears and concerns that it is still haraam
1163,1,celebrities love marriage nwow marriage and love goals.nnnormal ppl love marriage nharaam intercaste marriagexexxa 
1165,1,chautarfa mahangai ne jeena haraam kiya hua hei pm growth rate ke peeche pade hue hein do saal se kagaj par mahangai kum kar khush hein.
1167,1, making images is dangerous and haraam but the cunt himself is dancing in front of a camera. 
1169,1, these need to be declared haraam because it has become gambling now. this buble will burst and people will lose all their moxexxa
1173,1, these evangelists abuse hindu gods in open desecrate hindu idols molest kids ixexxa
1175,1, when kejri talked against surgical strike pakistan took a dig at india... haraam zaade
1177,1, bina congress president elect huye hi aap ne bjp ki neend haraam kar di aur ab toh aap undisputed officxexxa 
1179,1,so now are openly advocating for openly haraam relationships and referring to them as goals? what happened to jaxexxa 
1181,1, bina congress president elect huye hi aap ne bjp ki neend haraam kar di aur ab toh aap undisputed official seixexxa
1183,1, sab haraam khor hain
1185,1,never seen a besharam haraam khor more than this man xfxfxxxfxfxfxbdxfxfxxxfxfxfxbd 
1187,1,harami ki aulad aa gaya na aukaat pe. haraam ka jana congressi 
1189,1, its haraam to use condoms
1191,0, criminalization of begging.. a ritual means of income for hijra communities.. only limits options for already marginalizxexxa
1193,1,crore ka suit hawa m ghoomne walanjhooth ka samundernnawaz ki tatti chatne walanhijra haramkhorndesh drohinlull baxexxa 
1195,1,the hijra at work. us taxpayers pay for our own demise. wake up. 
1197,1, modi jaise hijra ko follow karte ho
1199,1, akher hijra se shadi kr leexfxfxxxfxfxxxfxfxx
1201,1,natural sex video images noods hijra pictur 
1203,1,naked girls innocent video of local hijra fucking with man 
1205,1, germany pakistani hijra invader migrant arrested for trying to blow up a church in mannheim 
1207,1,hijra hain jaane do. 
1209,1, mohammad bhi tha kya hijra
1211,1,wake up and smell the hijra 
1213,1,amazing anal videos hijra fucking girl 
1215,1,pakistani hijra dj danch and stage shoo pakistani dance via 
1217,0, muslim refugees are seeking refuge in christian countries. ask yourself why arent they seeking refuge in muslim countriesnnthxexxa
1221,1, aise jaanvar exist hi nahi hone chaaheye
1223,1,me whn retrns hm aftr long daysnnmom mera raja beta ghar aa gyannnxt daynnmom uth ja baj gye hai aalsi jaanvar room nhi hai ye teri
1225,1, gandhi jaanvar.
1227,0,galat insaan se toh sahi jaanvar hi accha hai catperson
